AREA_NAME,AREA_SHORT_CODE,INT_ID
Scarborough-Agincourt,22,13446472
Etobicoke North,1,13449225
Eglinton-Lawrence,8,13454874
York South-Weston,5,13460210
York Centre,6,13444817
Scarborough-Rouge Park,25,13442843
Scarborough-Rouge Park,25,13442679
Scarborough Southwest,20,13456125
Scarborough North,23,13444194
Scarborough-Agincourt,22,13444194
Davenport,9,13464313
University-Rosedale,11,13462628
Humber River-Black Creek,7,13451820
Spadina-Fort York,10,13467971
Beaches-East York,19,13463942
Toronto-Danforth,14,13463942
University-Rosedale,11,13464585
Scarborough Southwest,20,13458925
Willowdale,18,13444504
Scarborough Centre,21,13452801
Humber River-Black Creek,7,13448285
Humber River-Black Creek,7,13446884
York Centre,6,13446884
Parkdale-High Park,4,13468837
Humber River-Black Creek,7,20015388
Scarborough-Rouge Park,25,13446607
Scarborough-Guildwood,24,13446607
Humber River-Black Creek,7,13455405
Scarborough-Rouge Park,25,13443902
Don Valley North,17,13442848
University-Rosedale,11,13465356
Don Valley East,16,13455363
Eglinton-Lawrence,8,13455778
Eglinton-Lawrence,8,13457583
Don Valley West,15,13456773
York Centre,6,13452594
Scarborough-Rouge Park,25,13442113
Don Valley North,17,13443403
Scarborough-Agincourt,22,13445713
Scarborough Centre,21,13451128
Etobicoke-Lakeshore,3,13469579
Scarborough-Agincourt,22,13443916
Beaches-East York,19,13458087
Don Valley East,16,13452002
Etobicoke-Lakeshore,3,13469002
Etobicoke-Lakeshore,3,13470148
Toronto-Danforth,14,13463771
Scarborough Centre,21,13451799
Etobicoke-Lakeshore,3,13469774
Scarborough Centre,21,13449140
Willowdale,18,13444306
Humber River-Black Creek,7,13450145
Don Valley West,15,13456160
Etobicoke Centre,2,13460084
Etobicoke Centre,2,13460656
Don Valley West,15,13455270
Scarborough-Rouge Park,25,13445458
Don Valley East,16,20234111
Scarborough-Agincourt,22,13442443
Scarborough Southwest,20,13458621
Etobicoke Centre,2,13465087
Scarborough Centre,21,13450601
Toronto-Danforth,14,13460437
Humber River-Black Creek,7,13448414
Toronto-Danforth,14,13459071
Scarborough-Agincourt,22,13445317
Scarborough-Agincourt,22,13443440
Don Valley North,17,13443440
Scarborough North,23,13443900
Scarborough Centre,21,13451389
York Centre,6,13449785
Willowdale,18,13444138
Etobicoke-Lakeshore,3,13470013
York South-Weston,5,13458175
Scarborough Southwest,20,13454035
Don Valley East,16,13453020
Eglinton-Lawrence,8,13455613
Etobicoke Centre,2,13461184
Scarborough Southwest,20,13459977
Scarborough-Rouge Park,25,13442586
Etobicoke Centre,2,13459501
Willowdale,18,13448067
Don Valley North,17,13444718
Scarborough Centre,21,13452416
Scarborough Centre,21,13447880
Etobicoke North,1,13456555
Etobicoke-Lakeshore,3,13469939
Scarborough-Guildwood,24,13448109
Beaches-East York,19,13458210
Scarborough-Rouge Park,25,13442992
Willowdale,18,13444823
Etobicoke Centre,2,13466317
Don Valley North,17,13447128
Toronto-Danforth,14,13460336
Don Valley West,15,13455212
Eglinton-Lawrence,8,13455212
York South-Weston,5,13456201
Scarborough Centre,21,13451299
Davenport,9,13464479
Scarborough North,23,13443353
Scarborough Centre,21,13452586
Don Valley East,16,13452586
York South-Weston,5,13458683
Scarborough Southwest,20,13451422
Scarborough-Guildwood,24,13451422
Don Valley North,17,13445056
Willowdale,18,13444630
Humber River-Black Creek,7,13447821
Scarborough-Agincourt,22,13443052
York Centre,6,13450055
Scarborough Centre,21,13449811
Toronto-St. Paul's,12,13462794
Eglinton-Lawrence,8,13455999
Etobicoke Centre,2,13465781
Etobicoke-Lakeshore,3,13467231
Scarborough Centre,21,13451090
Don Valley East,16,13449368
Eglinton-Lawrence,8,13453204
Scarborough-Rouge Park,25,13442005
Don Valley North,17,13442557
Don Valley East,16,13448702
Don Valley North,17,13445359
York South-Weston,5,13463700
York Centre,6,13451600
Scarborough Centre,21,13453748
Don Valley North,17,13447810
University-Rosedale,11,13462968
Willowdale,18,13447144
Willowdale,18,13446218
Beaches-East York,19,13459115
Scarborough North,23,13442762
Scarborough-Agincourt,22,13442762
Etobicoke Centre,2,13461514
Etobicoke North,1,13458633
Scarborough-Rouge Park,25,13445264
Toronto-Danforth,14,13464269
Scarborough Centre,21,13451008
Scarborough Southwest,20,13458358
Don Valley North,17,13443228
York Centre,6,13452908
Eglinton-Lawrence,8,14043938
Scarborough Centre,21,13448311
Davenport,9,13463794
York Centre,6,14673438
Willowdale,18,13445145
Spadina-Fort York,10,13467593
University-Rosedale,11,13463425
York South-Weston,5,13457109
Don Valley West,15,13454880
Humber River-Black Creek,7,13452551
Beaches-East York,19,13458249
Scarborough Southwest,20,13454029
York South-Weston,5,13460277
Etobicoke-Lakeshore,3,13467917
Toronto-St. Paul's,12,13458456
Toronto Centre,13,30029405
Spadina-Fort York,10,30029405
Willowdale,18,13444061
Scarborough-Rouge Park,25,13442447
York South-Weston,5,13456695
Scarborough Southwest,20,13452703
Scarborough-Rouge Park,25,13445054
Toronto-St. Paul's,12,13457942
Don Valley East,16,13452186
Etobicoke North,1,13455524
York Centre,6,13449330
Scarborough Southwest,20,13453382
Scarborough-Guildwood,24,13446592
Toronto-St. Paul's,12,13458181
Don Valley West,15,13456558
Etobicoke North,1,13449783
Beaches-East York,19,13457428
Scarborough North,23,13442901
Davenport,9,13466880
Scarborough Centre,21,13449471
Don Valley East,16,13454817
Don Valley East,16,13455493
York South-Weston,5,13461911
Toronto-Danforth,14,13459436
Toronto Centre,13,13465715
Toronto-Danforth,14,13460996
York Centre,6,13449668
Etobicoke-Lakeshore,3,13469530
Don Valley West,15,13448765
Don Valley West,15,13456193
Don Valley West,15,13457594
York South-Weston,5,13458530
Don Valley West,15,13453890
Etobicoke North,1,13453659
York South-Weston,5,13464263
Scarborough-Guildwood,24,13445821
Don Valley North,17,13442457
York South-Weston,5,13460140
Eglinton-Lawrence,8,13454883
Willowdale,18,13446504
York Centre,6,13449464
Don Valley West,15,13450770
Eglinton-Lawrence,8,13450770
Davenport,9,13463208
Scarborough Centre,21,13447577
Etobicoke North,1,13454518
Don Valley West,15,13449402
Parkdale-High Park,4,13464434
Toronto-St. Paul's,12,13459974
Parkdale-High Park,4,13465145
Etobicoke-Lakeshore,3,13470475
University-Rosedale,11,13460816
Etobicoke North,1,13452090
York Centre,6,13445817
Scarborough-Rouge Park,25,13445921
Spadina-Fort York,10,20111568
Scarborough Centre,21,13447807
Willowdale,18,13444337
Scarborough North,23,13441662
Humber River-Black Creek,7,13452573
York South-Weston,5,13458879
Don Valley West,15,13448142
Scarborough Southwest,20,13453023
Scarborough-Guildwood,24,13447083
Scarborough-Agincourt,22,13442616
Etobicoke North,1,13450164
Eglinton-Lawrence,8,13455263
Willowdale,18,13448418
Eglinton-Lawrence,8,13453267
York South-Weston,5,13458842
Scarborough Southwest,20,13453971
Don Valley West,15,13450215
Scarborough-Rouge Park,25,13449162
Scarborough-Guildwood,24,13449162
Etobicoke-Lakeshore,3,13470429
Scarborough Southwest,20,13453339
Etobicoke Centre,2,13469193
Scarborough-Agincourt,22,13446799
Eglinton-Lawrence,8,13452036
Parkdale-High Park,4,13464963
Don Valley North,17,13445327
University-Rosedale,11,13465263
Toronto Centre,13,13465263
Scarborough-Guildwood,24,13447492
Scarborough-Rouge Park,25,13445303
Scarborough-Rouge Park,25,13974900
York Centre,6,13452710
York South-Weston,5,13456916
Toronto Centre,13,13467160
Spadina-Fort York,10,13467160
Scarborough Southwest,20,13451762
Scarborough Centre,21,13451762
Don Valley West,15,13453140
Parkdale-High Park,4,13468148
Don Valley East,16,13451645
Scarborough-Agincourt,22,13442607
Willowdale,18,13444497
Etobicoke-Lakeshore,3,13470418
Scarborough-Agincourt,22,20195197
Toronto-Danforth,14,13460855
Scarborough Southwest,20,13456881
Scarborough Southwest,20,13454001
Etobicoke-Lakeshore,3,13469402
Etobicoke-Lakeshore,3,13467015
Eglinton-Lawrence,8,13455466
Scarborough Southwest,20,13458705
Etobicoke North,1,13454866
Don Valley North,17,13444342
Scarborough North,23,13443944
York South-Weston,5,13458435
Toronto-Danforth,14,13464179
Scarborough North,23,13443525
Scarborough-Guildwood,24,13445922
Scarborough-Agincourt,22,13442139
Toronto-Danforth,14,13458715
Humber River-Black Creek,7,13455332
York Centre,6,13455332
Toronto-St. Paul's,12,13462390
Willowdale,18,13447625
Scarborough Southwest,20,13451873
Scarborough Centre,21,13451873
Don Valley North,17,13447350
York South-Weston,5,13462180
Etobicoke North,1,13455866
Beaches-East York,19,13461467
Beaches-East York,19,13457157
Don Valley North,17,13446677
Humber River-Black Creek,7,13447414
Scarborough Centre,21,13449086
University-Rosedale,11,13464999
Toronto Centre,13,13464999
Scarborough North,23,13441891
Toronto-Danforth,14,13462283
Scarborough Centre,21,13448059
York South-Weston,5,13464022
York Centre,6,13446969
York Centre,6,13453068
Etobicoke-Lakeshore,3,13470476
York Centre,6,13452576
Scarborough-Rouge Park,25,13446621
Etobicoke-Lakeshore,3,13469883
Davenport,9,13466900
Scarborough Southwest,20,13451718
Scarborough-Guildwood,24,13451718
Parkdale-High Park,4,13468464
Etobicoke North,1,13454315
Scarborough-Guildwood,24,13447703
York Centre,6,13449165
Scarborough-Rouge Park,25,13444738
Toronto-Danforth,14,13467269
Willowdale,18,13446936
Etobicoke Centre,2,13465221
Beaches-East York,19,13463537
Toronto-Danforth,14,13463537
Toronto-St. Paul's,12,13462293
Scarborough-Guildwood,24,13444339
Scarborough-Agincourt,22,13443726
Don Valley North,17,13443726
Eglinton-Lawrence,8,13458159
Scarborough-Guildwood,24,13447453
Etobicoke North,1,13454152
Toronto Centre,13,13466048
Spadina-Fort York,10,13466048
Don Valley North,17,13443215
Humber River-Black Creek,7,13448760
Scarborough Southwest,20,13457512
Toronto Centre,13,13464664
Parkdale-High Park,4,13468559
Scarborough-Agincourt,22,13444794
Don Valley North,17,13444794
Humber River-Black Creek,7,13449727
Spadina-Fort York,10,13467665
Etobicoke North,1,13453318
Scarborough-Agincourt,22,13445257
Humber River-Black Creek,7,13448648
Scarborough North,23,13441658
Don Valley North,17,13446814
Don Valley West,15,13450226
Scarborough-Agincourt,22,13444409
Etobicoke-Lakeshore,3,13470536
Don Valley East,16,13453604
Scarborough-Agincourt,22,13442693
Don Valley North,17,13442693
Willowdale,18,13444756
Scarborough Centre,21,13449592
Scarborough North,23,13442036
Scarborough-Agincourt,22,13443081
Scarborough Centre,21,13447299
Scarborough Southwest,20,13459232
Don Valley West,15,13450870
Scarborough-Rouge Park,25,13445405
Etobicoke Centre,2,13466209
Scarborough-Rouge Park,25,13444922
Davenport,9,13463482
Scarborough North,23,13443751
Scarborough-Agincourt,22,13443751
Scarborough Southwest,20,13454978
Etobicoke Centre,2,13464546
Scarborough-Rouge Park,25,13447774
Etobicoke North,1,13453545
Scarborough-Agincourt,22,13443113
Willowdale,18,13445540
Humber River-Black Creek,7,13448570
York Centre,6,13448570
Scarborough-Agincourt,22,13446777
Don Valley North,17,13446777
Scarborough Centre,21,13450686
Spadina-Fort York,10,13467437
Toronto-St. Paul's,12,13460312
Etobicoke North,1,13459282
Etobicoke Centre,2,13459282
Scarborough North,23,13443229
Willowdale,18,13443657
Scarborough North,23,13442207
Etobicoke North,1,13455765
Spadina-Fort York,10,13468313
Toronto-St. Paul's,12,13459363
Scarborough North,23,13442002
Scarborough-Agincourt,22,13445461
Scarborough Southwest,20,13454767
York South-Weston,5,13459578
Scarborough-Rouge Park,25,13444613
Scarborough Centre,21,13452623
Scarborough-Rouge Park,25,13441955
Humber River-Black Creek,7,13448065
York Centre,6,13448065
Scarborough-Rouge Park,25,14252582
Don Valley East,16,13448704
Toronto-St. Paul's,12,13457678
University-Rosedale,11,13463463
Toronto Centre,13,13463463
York South-Weston,5,13457445
Don Valley East,16,13453263
Toronto-Danforth,14,13466351
York South-Weston,5,13458802
Scarborough North,23,13441723
Don Valley East,16,13455359
Etobicoke-Lakeshore,3,13468888
Spadina-Fort York,10,13468309
York Centre,6,13445891
Scarborough Southwest,20,13453681
Scarborough Southwest,20,13456960
University-Rosedale,11,13462718
Toronto Centre,13,13467239
Spadina-Fort York,10,13467239
Don Valley North,17,13445096
Scarborough North,23,13444313
Scarborough-Rouge Park,25,13446901
Scarborough-Guildwood,24,13446901
Etobicoke-Lakeshore,3,13468614
Etobicoke Centre,2,13468614
Scarborough North,23,13442730
Scarborough Centre,21,13974857
Scarborough-Agincourt,22,13442882
Don Valley North,17,13442882
Scarborough North,23,13445134
York South-Weston,5,13462466
Etobicoke Centre,2,13468073
Scarborough North,23,13444958
Don Valley West,15,13455987
Etobicoke-Lakeshore,3,13470480
Scarborough Centre,21,13453141
Scarborough Southwest,20,13455334
Humber River-Black Creek,7,13449888
York Centre,6,13445128
Spadina-Fort York,10,13466500
Scarborough Southwest,20,13451634
Scarborough Centre,21,13451634
Etobicoke-Lakeshore,3,13468871
Etobicoke North,1,13450148
Scarborough North,23,13444959
Scarborough-Rouge Park,25,13444486
Spadina-Fort York,10,13468440
Don Valley North,17,13445192
Don Valley West,15,13453863
Don Valley North,17,13444899
Scarborough Centre,21,13448318
Etobicoke North,1,13455043
Etobicoke North,1,13454852
Don Valley West,15,13455420
Toronto-Danforth,14,13459903
Scarborough North,23,13444498
Don Valley East,16,13448069
Scarborough Centre,21,13450111
Scarborough-Guildwood,24,13445680
York Centre,6,13453372
Etobicoke North,1,13458112
Etobicoke-Lakeshore,3,13470305
Scarborough-Agincourt,22,13442440
Toronto-St. Paul's,12,13461343
Toronto-Danforth,14,13462203
York Centre,6,13453187
Etobicoke North,1,13454935
Scarborough-Rouge Park,25,13445220
Don Valley East,16,13454407
Eglinton-Lawrence,8,13457301
Parkdale-High Park,4,13467726
University-Rosedale,11,13462831
Toronto-St. Paul's,12,13462831
Don Valley North,17,13443039
Beaches-East York,19,13462564
Scarborough-Rouge Park,25,14184392
Toronto-Danforth,14,13463447
Scarborough Centre,21,13448718
York Centre,6,13444956
Don Valley East,16,13449122
Davenport,9,13464573
York South-Weston,5,13462686
Toronto Centre,13,13467163
Spadina-Fort York,10,13467163
Toronto-St. Paul's,12,13457915
Willowdale,18,13449067
Spadina-Fort York,10,13467650
Humber River-Black Creek,7,20058480
Scarborough Centre,21,13448481
Etobicoke North,1,13453576
Don Valley North,17,13444278
York Centre,6,13454987
Scarborough-Agincourt,22,13443752
Etobicoke Centre,2,13460821
Don Valley North,17,13444861
Scarborough-Rouge Park,25,13446928
Toronto Centre,13,13463389
Scarborough North,23,13444903
Toronto-Danforth,14,13465109
Scarborough-Agincourt,22,13443970
Etobicoke-Lakeshore,3,13468797
Toronto Centre,13,13466636
Spadina-Fort York,10,13466636
Scarborough Southwest,20,13454124
Scarborough-Rouge Park,25,13445320
University-Rosedale,11,13466833
Spadina-Fort York,10,13466833
York South-Weston,5,13459957
University-Rosedale,11,13464647
York Centre,6,13449744
Etobicoke Centre,2,13460679
Humber River-Black Creek,7,13450866
Scarborough North,23,13441692
Scarborough-Guildwood,24,13444720
Parkdale-High Park,4,13468182
Scarborough-Agincourt,22,13443374
Etobicoke Centre,2,13466944
Don Valley North,17,13444260
Scarborough-Guildwood,24,13448187
York Centre,6,13445620
Toronto-St. Paul's,12,13462183
Toronto-Danforth,14,13460701
Don Valley North,17,30113231
Don Valley East,16,13448996
Etobicoke-Lakeshore,3,13470192
Toronto-Danforth,14,13463084
Humber River-Black Creek,7,13447205
Scarborough Centre,21,13446436
Don Valley West,15,13458728
Don Valley East,16,13455144
Scarborough-Rouge Park,25,13443095
Toronto-Danforth,14,13465121
Etobicoke Centre,2,13465333
Toronto-St. Paul's,12,13460246
Scarborough North,23,13442796
Etobicoke-Lakeshore,3,13470377
Don Valley West,15,13457802
York South-Weston,5,13458203
Parkdale-High Park,4,13468303
York Centre,6,13452613
Etobicoke Centre,2,13467238
Don Valley East,16,13456290
Toronto-Danforth,14,13460964
Etobicoke North,1,13458634
York Centre,6,13450231
Etobicoke Centre,2,13461907
University-Rosedale,11,13465273
York South-Weston,5,13461238
Davenport,9,13464892
Don Valley North,17,13444996
Etobicoke-Lakeshore,3,13468857
York South-Weston,5,13459487
Etobicoke Centre,2,13459195
Willowdale,18,13448247
Scarborough-Agincourt,22,13443806
Don Valley East,16,13449683
Scarborough Southwest,20,13454971
Scarborough-Rouge Park,25,13444181
York South-Weston,5,13459076
Etobicoke-Lakeshore,3,13469875
Scarborough North,23,13442417
York Centre,6,13445966
Scarborough North,23,13441683
Scarborough North,23,13444211
Etobicoke North,1,13454771
Etobicoke North,1,13461753
Scarborough North,23,13442204
Don Valley North,17,13445637
Etobicoke North,1,13463579
Humber River-Black Creek,7,13448931
Scarborough-Guildwood,24,13444470
Parkdale-High Park,4,13464467
Scarborough North,23,13443821
York Centre,6,13446617
Scarborough North,23,13443768
Scarborough Southwest,20,20166260
Parkdale-High Park,4,13464453
Scarborough Southwest,20,13458526
Etobicoke Centre,2,13465286
Scarborough Southwest,20,13453325
Scarborough Centre,21,13453325
Etobicoke North,1,13450610
Etobicoke Centre,2,13464874
Davenport,9,13462947
Don Valley East,16,13452795
York Centre,6,13449421
Etobicoke North,1,13458216
Etobicoke Centre,2,13464249
Toronto-St. Paul's,12,13461471
York Centre,6,13447951
Humber River-Black Creek,7,13448007
Etobicoke Centre,2,13461913
Scarborough Centre,21,13448105
Don Valley East,16,13448105
Scarborough-Agincourt,22,14171575
Etobicoke North,1,13457922
Spadina-Fort York,10,13468803
York South-Weston,5,13463362
Don Valley West,15,13448127
Scarborough Centre,21,13450334
Toronto-Danforth,14,13458643
Scarborough-Rouge Park,25,13441830
York Centre,6,13452625
York South-Weston,5,13462866
Toronto-Danforth,14,13460112
University-Rosedale,11,13462958
Scarborough North,23,13441912
Etobicoke Centre,2,13466027
Humber River-Black Creek,7,13450944
Parkdale-High Park,4,13465244
York Centre,6,13450205
Scarborough North,23,13441776
Etobicoke-Lakeshore,3,13469747
Scarborough Southwest,20,13451254
Scarborough-Guildwood,24,13451254
Etobicoke-Lakeshore,3,13469719
Etobicoke Centre,2,13464781
Scarborough Centre,21,13447551
Etobicoke-Lakeshore,3,13470366
Scarborough-Rouge Park,25,13441815
Humber River-Black Creek,7,13450698
Davenport,9,13467882
Etobicoke North,1,13454800
Etobicoke North,1,13460154
Scarborough-Rouge Park,25,13445345
Etobicoke-Lakeshore,3,13468356
Etobicoke Centre,2,13468356
Scarborough-Agincourt,22,13442071
Humber River-Black Creek,7,13449203
York South-Weston,5,14069693
Don Valley West,15,13451268
Don Valley East,16,13451268
York Centre,6,13454661
Etobicoke North,1,20046140
Etobicoke Centre,2,13459870
Scarborough Southwest,20,13457866
Etobicoke North,1,13453266
Toronto-St. Paul's,12,13458311
Eglinton-Lawrence,8,13458311
Don Valley West,15,13456949
Toronto-Danforth,14,13467182
Etobicoke North,1,13454428
York Centre,6,13448551
Davenport,9,13463735
Scarborough-Rouge Park,25,13444753
Beaches-East York,19,13457239
Don Valley West,15,13455811
Scarborough-Rouge Park,25,13443245
Scarborough-Rouge Park,25,13445262
Scarborough-Rouge Park,25,13445039
Scarborough-Guildwood,24,13445039
Beaches-East York,19,13456486
Scarborough North,23,13442585
Parkdale-High Park,4,13466531
Don Valley East,16,13452166
Don Valley East,16,13455700
York South-Weston,5,13463641
Don Valley East,16,13455339
Toronto-St. Paul's,12,13458006
Eglinton-Lawrence,8,13458006
Scarborough-Agincourt,22,13445796
Scarborough-Rouge Park,25,13442559
Eglinton-Lawrence,8,13455749
York Centre,6,13449445
Toronto-Danforth,14,13464614
York South-Weston,5,14659127
Scarborough Centre,21,13450163
Scarborough Centre,21,13450391
York Centre,6,13448866
Scarborough North,23,13441893
York South-Weston,5,13459377
University-Rosedale,11,13462444
Scarborough-Rouge Park,25,13446406
Humber River-Black Creek,7,13447994
Scarborough North,23,13445484
Scarborough-Rouge Park,25,13442196
University-Rosedale,11,13464524
Scarborough-Guildwood,24,13448547
Spadina-Fort York,10,13468584
Beaches-East York,19,13457565
Willowdale,18,13443615
Don Valley North,17,13443615
Parkdale-High Park,4,13467963
Etobicoke-Lakeshore,3,13470217
Don Valley East,16,13456011
Beaches-East York,19,13463408
Scarborough-Rouge Park,25,14184384
Scarborough North,23,14184384
Parkdale-High Park,4,13467368
Davenport,9,13467368
York South-Weston,5,13460466
Scarborough-Guildwood,24,13450532
Etobicoke Centre,2,13462655
Etobicoke Centre,2,13464598
Scarborough-Rouge Park,25,13442063
Scarborough-Rouge Park,25,13445741
Scarborough-Guildwood,24,13448786
Toronto Centre,13,13466418
Spadina-Fort York,10,13466418
Don Valley North,17,13442971
York South-Weston,5,13459821
Parkdale-High Park,4,13468216
Scarborough Southwest,20,13456415
Scarborough Centre,21,13448775
Toronto-St. Paul's,12,13456978
Scarborough-Rouge Park,25,13443379
Don Valley West,15,13451896
Eglinton-Lawrence,8,13451896
Scarborough-Agincourt,22,13441814
Scarborough Centre,21,13446743
Beaches-East York,19,13458149
York Centre,6,13452996
Toronto-St. Paul's,12,13458244
Eglinton-Lawrence,8,13458244
Willowdale,18,13448917
Beaches-East York,19,13455959
Scarborough Southwest,20,13455959
Etobicoke Centre,2,13460905
York South-Weston,5,13460183
Beaches-East York,19,13462225
Toronto-Danforth,14,13462225
Davenport,9,13461915
Etobicoke North,1,13461369
Beaches-East York,19,13461403
Don Valley North,17,13446836
Willowdale,18,13448244
Toronto-Danforth,14,13459300
Etobicoke-Lakeshore,3,13469526
Scarborough-Rouge Park,25,13442793
Scarborough Centre,21,13448759
Etobicoke-Lakeshore,3,13466999
Scarborough-Rouge Park,25,13444536
Scarborough-Guildwood,24,13444536
Etobicoke North,1,13453496
Scarborough Southwest,20,13454295
Scarborough-Rouge Park,25,13445095
Scarborough-Agincourt,22,13442983
Willowdale,18,13444752
Scarborough-Rouge Park,25,20154546
Humber River-Black Creek,7,13448504
Eglinton-Lawrence,8,13455026
Scarborough-Guildwood,24,13446835
Toronto-St. Paul's,12,13459786
Etobicoke Centre,2,13466281
Toronto-Danforth,14,13465313
Humber River-Black Creek,7,13446566
Etobicoke North,1,13456702
Etobicoke Centre,2,13465418
York South-Weston,5,13456379
Etobicoke-Lakeshore,3,13467144
Don Valley West,15,13458292
Humber River-Black Creek,7,13446751
Scarborough-Agincourt,22,13442771
Scarborough-Rouge Park,25,13444029
Etobicoke North,1,13453549
Etobicoke-Lakeshore,3,13469971
York South-Weston,5,13459489
Etobicoke North,1,13454501
Willowdale,18,13449194
Scarborough Southwest,20,13459018
York Centre,6,13449714
Parkdale-High Park,4,13465522
Scarborough-Rouge Park,25,13444049
York Centre,6,13452740
Scarborough-Rouge Park,25,13446120
Toronto Centre,13,13464821
Scarborough-Rouge Park,25,13442402
Scarborough-Rouge Park,25,13446990
Scarborough-Guildwood,24,13446221
Etobicoke-Lakeshore,3,13470461
Etobicoke Centre,2,13468202
Willowdale,18,13444673
Don Valley North,17,13444673
Don Valley West,15,13453421
Don Valley East,16,13453421
Etobicoke Centre,2,13461199
Toronto-Danforth,14,13460132
Scarborough North,23,14630472
Scarborough North,23,13442251
Don Valley East,16,13453728
Spadina-Fort York,10,13466708
Scarborough Southwest,20,13451957
Scarborough Centre,21,13451957
Scarborough-Agincourt,22,30017743
Scarborough-Rouge Park,25,14660468
Scarborough-Agincourt,22,30113634
Toronto-St. Paul's,12,13458353
Etobicoke North,1,13452472
Etobicoke-Lakeshore,3,13469206
Scarborough-Rouge Park,25,13445495
Don Valley West,15,13457319
Toronto-Danforth,14,13465837
Don Valley East,16,13448523
Toronto Centre,13,13466962
Spadina-Fort York,10,13466962
Scarborough-Rouge Park,25,13443118
Scarborough Centre,21,13448955
Parkdale-High Park,4,13468370
Toronto-Danforth,14,13467444
York South-Weston,5,13456985
Scarborough-Rouge Park,25,13444456
York South-Weston,5,13458075
University-Rosedale,11,13465527
Scarborough Centre,21,13450708
Scarborough Southwest,20,13452383
Scarborough Centre,21,13452383
York South-Weston,5,13459739
York South-Weston,5,13461075
York Centre,6,13446781
Don Valley North,17,13444159
Scarborough North,23,13444330
Don Valley North,17,13445404
Etobicoke North,1,13462841
York South-Weston,5,13464273
Scarborough North,23,13441706
Etobicoke-Lakeshore,3,13469498
Etobicoke Centre,2,13469498
Etobicoke North,1,13450694
Etobicoke-Lakeshore,3,13468641
Eglinton-Lawrence,8,13457969
Etobicoke-Lakeshore,3,13470207
Toronto-Danforth,14,13463082
Scarborough-Rouge Park,25,13442715
Scarborough North,23,13442715
Beaches-East York,19,13457407
Eglinton-Lawrence,8,13454543
York Centre,6,13449898
Eglinton-Lawrence,8,13455277
Davenport,9,13467944
Humber River-Black Creek,7,13449766
Don Valley East,16,13452491
Don Valley West,15,13448784
Scarborough Southwest,20,13456074
Don Valley West,15,13456636
Don Valley North,17,13446900
Don Valley East,16,13454174
Etobicoke North,1,13452584
Beaches-East York,19,13455561
Scarborough North,23,13444062
Scarborough Centre,21,13446954
York Centre,6,13449875
Scarborough-Rouge Park,25,13444382
Humber River-Black Creek,7,13450552
Scarborough-Guildwood,24,13448052
Humber River-Black Creek,7,13448352
Scarborough Centre,21,13446635
Don Valley East,16,13452922
York Centre,6,13447078
Don Valley North,17,30013028
Don Valley West,15,13455887
Scarborough-Agincourt,22,13444732
Etobicoke North,1,13458383
Scarborough Centre,21,20146478
Etobicoke-Lakeshore,3,13468252
Etobicoke Centre,2,13468252
Don Valley East,16,13451876
Don Valley North,17,13446629
Spadina-Fort York,10,20056886
Etobicoke-Lakeshore,3,13468541
Etobicoke Centre,2,13468541
Toronto Centre,13,13466454
Spadina-Fort York,10,13466454
University-Rosedale,11,13462209
Don Valley East,16,13452620
Don Valley West,15,13450973
Toronto-Danforth,14,13464662
Scarborough North,23,13441971
Don Valley West,15,13456221
Eglinton-Lawrence,8,13455564
Toronto Centre,13,13466245
Scarborough-Agincourt,22,13443961
Etobicoke North,1,13450366
Etobicoke North,1,13453287
Scarborough-Rouge Park,25,13444804
Spadina-Fort York,10,13467390
Don Valley West,15,13457550
Parkdale-High Park,4,13466677
Etobicoke North,1,13455913
Scarborough Centre,21,13447955
York South-Weston,5,13461460
Don Valley East,16,13447959
Don Valley East,16,13455059
Etobicoke Centre,2,13467416
Beaches-East York,19,13454774
Scarborough Southwest,20,13454774
Don Valley East,16,13454774
Spadina-Fort York,10,13469026
Beaches-East York,19,13461635
Don Valley North,17,14675360
York Centre,6,13448130
Toronto-Danforth,14,13458692
Beaches-East York,19,13457403
University-Rosedale,11,20145559
Beaches-East York,19,13455906
Scarborough North,23,13442201
Etobicoke North,1,13459898
Etobicoke Centre,2,13459898
Scarborough-Rouge Park,25,13446227
Scarborough Centre,21,13450935
University-Rosedale,11,13459122
Don Valley West,15,13459122
Davenport,9,13463441
York South-Weston,5,13459847
Parkdale-High Park,4,13468000
Beaches-East York,19,13457010
University-Rosedale,11,13462647
Willowdale,18,13448844
Scarborough Southwest,20,13460121
Etobicoke-Lakeshore,3,13469460
Scarborough-Rouge Park,25,14252616
Etobicoke North,1,13457696
Humber River-Black Creek,7,13448082
Spadina-Fort York,10,20054558
Scarborough-Rouge Park,25,13442393
Scarborough-Rouge Park,25,13442749
Toronto Centre,13,13466914
Scarborough Southwest,20,13455957
York Centre,6,13454469
Toronto-St. Paul's,12,13458132
Etobicoke North,1,13453485
Scarborough Southwest,20,13457981
Parkdale-High Park,4,13464997
Scarborough Southwest,20,13459334
Spadina-Fort York,10,13468377
Etobicoke-Lakeshore,3,13469285
University-Rosedale,11,13459992
Parkdale-High Park,4,13464952
Toronto-St. Paul's,12,13458729
Scarborough-Rouge Park,25,13442142
Etobicoke-Lakeshore,3,13467261
Toronto-Danforth,14,13464539
Willowdale,18,13445902
Etobicoke North,1,13455330
Don Valley East,16,13453804
York South-Weston,5,13459761
Parkdale-High Park,4,13464450
